Data 2
ECF80-TRIODE
Do Not Model
Va	4	120	30
Vs	50	50	0
Vg	0	-2	4
Point	Curve	Ia	Is	Vg	Va	Vs	Vf
8	5	0.22	0.00	-2.00	28.17	29.68	6.30
9	5	0.40	0.00	-2.00	32.72	33.72	6.30
10	5	0.66	0.00	-2.00	36.26	37.26	6.30
11	5	0.94	0.01	-2.00	40.31	41.31	6.30
12	5	1.31	0.01	-2.00	44.36	44.84	6.30
13	5	1.66	0.01	-2.00	47.40	48.89	6.30
14	5	2.16	0.00	-2.00	51.45	52.43	6.30
15	5	2.72	0.00	-2.00	55.51	57.48	6.30
16	5	3.22	0.01	-2.00	59.06	60.51	6.30
17	5	3.87	0.00	-2.00	63.11	64.56	6.30
18	5	4.52	0.00	-2.00	66.66	68.10	6.30
19	5	5.15	0.00	-2.00	70.72	71.64	6.30
20	5	5.92	0.00	-2.00	74.78	75.68	6.30
21	5	6.67	0.00	-2.00	78.33	79.72	6.30
22	5	7.39	0.00	-2.00	81.88	83.26	6.30
23	5	8.27	0.01	-2.00	86.44	87.31	6.30
24	5	11.03	0.01	-2.00	90.03	91.35	6.30
25	5	12.80	0.02	-2.00	94.11	94.89	6.30
26	5	14.61	0.02	-2.00	98.18	98.93	6.30
27	5	16.46	0.03	-2.00	101.76	102.98	6.30
28	5	-1.00	0.03	-2.00	101.76	102.98	6.30
29	5	-1.00	0.03	-2.00	101.76	102.98	6.30
30	5	-1.00	0.03	-2.00	101.76	102.98	6.30
31	5	-1.00	0.03	-2.00	101.76	102.98	6.30
