Data 2
ECF80-TRIODE
Do Not Model
Va	4	120	20
Vs	50	50	0
Vg	0	-2	4
Point	Curve	Ia	Is	Vg	Va	Vs	Vf
8	3	3.69	0.00	-1.00	41.37	43.33	6.30
9	3	4.72	0.00	-1.00	47.96	48.89	6.30
10	3	5.89	0.01	-1.00	53.04	54.95	6.30
11	3	7.06	0.00	-1.00	59.13	60.51	6.30
12	3	9.50	0.01	-1.00	65.24	66.08	6.30
13	3	11.58	0.01	-1.00	70.33	71.64	6.30
14	3	14.13	0.02	-1.00	76.94	77.70	6.30
15	3	16.58	0.02	-1.00	82.04	83.26	6.30
16	3	19.60	0.04	-1.00	88.16	89.33	6.30
17	3	-1.00	0.04	-1.00	88.16	89.33	6.30
18	3	-1.00	0.04	-1.00	88.16	89.33	6.30
19	3	-1.00	0.04	-1.00	88.16	89.33	6.30
20	3	-1.00	0.04	-1.00	88.16	89.33	6.30
21	3	-1.00	0.04	-1.00	88.16	89.33	6.30
1	4	0.00	0.01	-1.50	5.92	5.42	6.30
2	4	0.01	0.00	-1.50	10.47	10.47	6.30
3	4	0.06	0.00	-1.50	16.03	16.03	6.30
4	4	0.20	0.00	-1.50	20.08	20.58	6.30
5	4	0.47	0.00	-1.50	25.64	25.64	6.30
6	4	0.88	0.01	-1.50	30.71	31.20	6.30
7	4	1.51	0.00	-1.50	36.78	37.77	6.30
8	4	2.18	0.01	-1.50	41.85	43.33	6.30
9	4	3.00	0.00	-1.50	47.43	48.38	6.30
10	4	3.98	0.00	-1.50	53.51	54.95	6.30
11	4	4.96	0.00	-1.50	59.59	60.51	6.30
12	4	6.11	0.00	-1.50	65.17	66.08	6.30
13	4	7.20	0.00	-1.50	70.25	71.64	6.30
14	4	10.66	0.01	-1.50	76.38	77.70	6.30
15	4	13.14	0.01	-1.50	81.98	83.26	6.30
16	4	16.05	0.03	-1.50	88.61	89.33	6.30
17	4	18.90	0.04	-1.50	94.22	94.89	6.30
18	4	-1.00	0.04	-1.50	94.22	94.89	6.30
19	4	-1.00	0.04	-1.50	94.22	94.89	6.30
20	4	-1.00	0.04	-1.50	94.22	94.89	6.30
21	4	-1.00	0.04	-1.50	94.22	94.89	6.30
1	5	0.00	0.00	-2.00	5.92	5.92	6.30
2	5	0.00	0.00	-2.00	10.47	10.47	6.30
3	5	0.00	0.01	-2.00	15.53	15.02	6.30
4	5	0.03	0.00	-2.00	20.08	20.58	6.30
5	5	0.13	0.00	-2.00	25.13	26.14	6.30
6	5	0.32	0.00	-2.00	30.19	31.70	6.30
7	5	0.69	0.00	-2.00	36.77	37.77	6.30
8	5	1.16	0.01	-2.00	41.83	42.82	6.30
9	5	1.74	0.01	-2.00	47.40	48.38	6.30
10	5	2.48	0.01	-2.00	52.98	54.95	6.30
11	5	3.27	0.00	-2.00	59.56	60.51	6.30
12	5	4.23	0.00	-2.00	65.14	66.08	6.30
13	5	5.19	0.00	-2.00	70.21	71.64	6.30
14	5	6.34	0.01	-2.00	76.80	77.70	6.30
15	5	7.83	0.01	-2.00	82.39	83.26	6.30
16	5	12.20	0.01	-2.00	88.54	89.33	6.30
17	5	14.94	0.02	-2.00	93.64	95.39	6.30
18	5	18.20	0.03	-2.00	99.77	100.95	6.30
19	5	-1.00	0.03	-2.00	99.77	100.95	6.30
20	5	-1.00	0.03	-2.00	99.77	100.95	6.30
21	5	-1.00	0.03	-2.00	99.77	100.95	6.30
