Data 2
ECF80-TRIODE
Do Not Model
Va	4	120	30
Vs	50	50	0
Vg	0	-2	4
Point	Curve	Ia	Is	Vg	Va	Vs	Vf
22	2	9.32	0.00	-0.50	81.91	83.77	6.30
23	2	10.21	0.01	-0.50	86.48	87.31	6.30
24	2	10.99	0.01	-0.50	90.03	91.35	6.30
25	2	11.69	0.01	-0.50	94.09	94.89	6.30
26	2	12.55	0.01	-0.50	98.15	98.93	6.30
27	2	13.44	0.01	-0.50	102.21	103.48	6.30
28	2	14.33	0.01	-0.50	105.76	106.51	6.30
29	2	-1.00	0.01	-0.50	105.76	106.51	6.30
30	2	-1.00	0.01	-0.50	105.76	106.51	6.30
31	2	-1.00	0.01	-0.50	105.76	106.51	6.30
1	3	0.00	0.01	-1.00	5.92	5.92	6.30
2	3	0.00	0.01	-1.00	8.45	8.45	6.30
3	3	0.02	0.00	-1.00	12.49	12.49	6.30
4	3	0.06	0.01	-1.00	16.03	16.03	6.30
5	3	0.11	0.01	-1.00	18.56	18.05	6.30
6	3	0.22	0.01	-1.00	22.61	22.60	6.30
7	3	0.35	0.00	-1.00	25.64	25.64	6.30
8	3	0.53	0.01	-1.00	28.17	29.17	6.30
9	3	0.76	0.01	-1.00	32.73	33.72	6.30
10	3	1.08	0.00	-1.00	36.78	37.26	6.30
11	3	1.40	0.01	-1.00	40.32	41.31	6.30
12	3	1.81	0.01	-1.00	44.37	44.84	6.30
13	3	2.19	0.01	-1.00	47.41	48.89	6.30
14	3	2.68	0.00	-1.00	51.46	52.93	6.30
15	3	3.20	0.00	-1.00	55.52	56.98	6.30
16	3	3.70	0.00	-1.00	59.06	60.01	6.30
17	3	4.29	0.01	-1.00	63.12	64.56	6.30
18	3	4.90	0.01	-1.00	67.17	68.60	6.30
19	3	5.47	0.00	-1.00	70.22	71.64	6.30
20	3	6.13	0.00	-1.00	74.25	75.66	6.30
21	3	6.83	0.00	-1.00	78.81	79.70	6.30
22	3	7.47	0.00	-1.00	82.39	83.26	6.30
23	3	8.22	0.01	-1.00	85.94	87.31	6.30
24	3	8.95	0.01	-1.00	89.99	91.35	6.30
25	3	10.01	0.01	-1.00	94.06	95.39	6.30
26	3	10.93	0.01	-1.00	97.61	98.93	6.30
27	3	11.83	0.01	-1.00	102.18	102.98	6.30
28	3	12.61	0.01	-1.00	105.22	106.51	6.30
29	3	13.61	0.01	-1.00	109.29	111.06	6.30
30	3	14.61	0.01	-1.00	113.35	114.60	6.30
31	3	-1.00	0.01	-1.00	113.35	114.60	6.30
1	4	0.00	0.00	-1.50	5.92	5.92	6.30
2	4	0.00	0.00	-1.50	8.95	8.45	6.30
3	4	0.00	0.00	-1.50	11.99	12.49	6.30
4	4	0.00	0.00	-1.50	16.03	15.53	6.30
5	4	0.02	0.00	-1.50	18.56	18.05	6.30
6	4	0.05	0.01	-1.50	22.10	22.10	6.30
7	4	0.10	0.00	-1.50	25.13	26.14	6.30
8	4	0.18	0.01	-1.50	28.67	29.17	6.30
9	4	0.32	0.00	-1.50	32.72	33.72	6.30
10	4	0.50	0.00	-1.50	36.77	37.77	6.30
11	4	0.71	0.01	-1.50	39.80	40.80	6.30
12	4	0.98	0.01	-1.50	43.85	44.84	6.30
13	4	1.26	0.01	-1.50	47.39	48.38	6.30
14	4	1.63	0.00	-1.50	51.45	52.93	6.30
15	4	2.04	0.01	-1.50	56.00	56.98	6.30
16	4	2.43	0.01	-1.50	59.04	60.01	6.30
17	4	2.92	0.01	-1.50	63.09	64.56	6.30
18	4	3.43	0.01	-1.50	67.65	68.10	6.30
19	4	3.91	0.00	-1.50	70.69	71.64	6.30
20	4	4.49	0.00	-1.50	74.24	75.68	6.30
21	4	5.11	0.01	-1.50	78.80	79.72	6.30
22	4	5.67	0.01	-1.50	81.85	83.26	6.30
23	4	6.28	0.01	-1.50	86.41	87.31	6.30
24	4	7.00	0.00	-1.50	90.46	91.86	6.30
25	4	7.65	0.00	-1.50	94.01	94.89	6.30
26	4	8.39	0.01	-1.50	97.57	99.44	6.30
27	4	9.52	0.01	-1.50	102.14	103.48	6.30
28	4	10.59	0.01	-1.50	105.69	106.51	6.30
29	4	11.66	0.01	-1.50	109.76	110.56	6.30
30	4	12.59	0.01	-1.50	113.29	114.58	6.30
31	4	13.50	0.01	-1.50	116.84	118.12	6.30
1	5	0.00	0.01	-2.00	5.92	5.92	6.30
2	5	0.00	0.00	-2.00	8.45	8.45	6.30
3	5	0.00	0.01	-2.00	12.49	12.49	6.30
4	5	0.00	0.00	-2.00	16.03	16.03	6.30
5	5	0.00	0.00	-2.00	19.06	18.56	6.30
6	5	0.01	0.01	-2.00	22.10	22.60	6.30
7	5	0.02	0.01	-2.00	25.13	26.14	6.30
8	5	0.04	0.00	-2.00	28.16	29.17	6.30
9	5	0.10	0.00	-2.00	32.71	32.71	6.30
10	5	0.19	0.01	-2.00	36.25	37.26	6.30
11	5	0.30	0.01	-2.00	40.30	41.31	6.30
12	5	0.46	0.00	-2.00	43.84	44.84	6.30
13	5	0.64	0.01	-2.00	47.38	48.38	6.30
14	5	0.89	0.01	-2.00	51.43	52.43	6.30
15	5	1.19	0.00	-2.00	55.48	56.98	6.30
16	5	1.47	0.00	-2.00	59.00	60.49	6.30
17	5	1.83	0.01	-2.00	63.08	64.56	6.30
18	5	2.23	0.01	-2.00	67.13	68.10	6.30
19	5	2.61	0.01	-2.00	70.17	71.64	6.30
20	5	3.08	0.00	-2.00	74.72	75.68	6.30
21	5	3.61	0.01	-2.00	78.27	79.72	6.30
22	5	4.07	0.00	-2.00	81.82	83.26	6.30
23	5	4.65	0.00	-2.00	85.87	87.31	6.30
24	5	5.25	0.01	-2.00	89.93	91.35	6.30
25	5	5.82	0.01	-2.00	93.98	95.39	6.30
26	5	6.48	0.00	-2.00	98.04	98.93	6.30
27	5	7.13	0.00	-2.00	101.59	102.98	6.30
28	5	7.76	0.01	-2.00	105.11	105.99	6.30
29	5	8.50	0.00	-2.00	109.70	110.56	6.30
30	5	9.95	0.01	-2.00	113.26	114.60	6.30
31	5	11.22	0.01	-2.00	116.83	118.14	6.30
