Data 2
ECF80-TRIODE
Do Not Model
Va	4	120	30
Vs	50	50	0
Vg	0	-2	4
Point	Curve	Ia	Is	Vg	Va	Vs	Vf
6	5	0.01	0.01	-2.00	21.59	22.60	6.30
7	5	0.02	0.01	-2.00	25.64	26.14	6.30
8	5	0.05	0.00	-2.00	28.67	29.68	6.30
9	5	0.10	0.00	-2.00	32.21	33.72	6.30
10	5	0.20	0.00	-2.00	36.76	37.77	6.30
11	5	0.32	0.00	-2.00	39.80	41.31	6.30
12	5	0.48	0.00	-2.00	44.35	44.84	6.30
13	5	0.66	0.01	-2.00	47.38	48.89	6.30
14	5	0.91	0.00	-2.00	51.43	52.93	6.30
15	5	1.21	0.00	-2.00	55.48	56.98	6.30
16	5	1.49	0.01	-2.00	59.02	60.51	6.30
17	5	1.88	0.01	-2.00	63.08	64.05	6.30
18	5	2.29	0.00	-2.00	67.13	68.10	6.30
19	5	2.67	0.01	-2.00	70.17	71.13	6.30
20	5	3.14	0.00	-2.00	74.22	75.68	6.30
21	5	3.68	0.00	-2.00	78.27	79.72	6.30
22	5	4.16	0.00	-2.00	81.82	83.26	6.30
23	5	4.74	0.01	-2.00	86.38	87.31	6.30
24	5	5.32	0.01	-2.00	89.93	91.35	6.30
25	5	5.93	0.01	-2.00	93.98	95.39	6.30
26	5	6.57	0.00	-2.00	98.04	98.93	6.30
27	5	7.28	0.00	-2.00	102.10	102.98	6.30
28	5	7.90	0.00	-2.00	105.12	106.49	6.30
29	5	8.65	0.01	-2.00	109.70	110.56	6.30
30	5	9.48	0.01	-2.00	113.76	114.60	6.30
31	5	10.76	0.01	-2.00	116.82	117.64	6.30
