Data 2
ECF80-TRIODE
Do Not Model
Va	4	120	30
Vs	50	50	0
Vg	0	-2	4
Point	Curve	Ia	Is	Vg	Va	Vs	Vf
12	5	1.27	0.01	-2.00	44.36	44.84	6.30
13	5	1.66	0.00	-2.00	47.40	48.38	6.30
14	5	2.16	0.00	-2.00	51.45	52.93	6.30
15	5	2.73	0.01	-2.00	55.51	56.98	6.30
16	5	3.23	0.01	-2.00	59.56	60.51	6.30
17	5	3.90	0.01	-2.00	63.11	64.56	6.30
18	5	4.59	0.00	-2.00	67.17	68.60	6.30
19	5	5.23	0.01	-2.00	70.72	71.64	6.30
20	5	6.03	0.01	-2.00	74.27	75.68	6.30
21	5	6.82	0.00	-2.00	78.84	79.72	6.30
22	5	7.58	0.01	-2.00	82.39	83.26	6.30
23	5	9.12	0.01	-2.00	85.95	87.31	6.30
24	5	11.67	0.01	-2.00	90.04	91.35	6.30
25	5	13.40	0.02	-2.00	94.12	94.89	6.30
26	5	15.32	0.02	-2.00	98.20	98.93	6.30
27	5	-1.00	0.02	-2.00	98.20	98.93	6.30
28	5	-1.00	0.02	-2.00	98.20	98.93	6.30
29	5	-1.00	0.02	-2.00	98.20	98.93	6.30
30	5	-1.00	0.02	-2.00	98.20	98.93	6.30
31	5	-1.00	0.02	-2.00	98.20	98.93	6.30
